rating,title,date,body,verified,name
5.0 out of 5 stars,Our cat Loves It!,"Reviewed in the United States on February 1, 2022",Our loves his new cat tree.,true,Richard Leyvas
2.0 out of 5 stars,Not for bigger cats!,"Reviewed in the United States on February 1, 2022","I have 11lb cat long and tall he does not fit comfortably in the house or safely on either platform.  He would hang off the edge. There are no instructions, so I had no idea how to attach the ladder to the tower. Very soft though.",true,Julie Collard
5.0 out of 5 stars,Furbabies,"Reviewed in the United States on January 30, 2022",My furbabies loved it,true,Chumis
1.0 out of 5 stars,Not worth the money,"Reviewed in the United States on January 30, 2022",After 2 months the top 2 stands were wobbly.,true,cristine
2.0 out of 5 stars,"Cats liked it, but it broke in 7 months","Reviewed in the United States on January 27, 2022","My cats enjoyed this cat tree for sure. I do wish the second platform had a bolster around it like the top one. The two kitties would often try to both snuggle up in the top one together. Unfortunately, as another reviewer mentioned, even after tightening the posts maximally, they still wobble. My cats are small to average size - 8 and 10 lbs. The cats didn't seem to mind, but after 7 months this led to the post with the second platform breaking off, and now my cats no longer use the tree because they can't get up to the top platform. They still scratch at the bottom, but that's it. Oh, and the step ladder itself is useless. They never used it. The angle is off and they would just jump up past it instead.",true,EY
1.0 out of 5 stars,Didn’t last very long.,"Reviewed in the United States on January 25, 2022",It was easy to assemble but it didn’t last very long at all. Top post completely broke off and the other post is about to break off as well. It mentions it’s for large cats but it definitely does not hold up! Wouldn’t purchase again.,true,Angela
5.0 out of 5 stars,Easy to assemble,"Reviewed in the United States on January 24, 2022",The taller pieces are definitely a little shaky. Could’ve used an extra screw or 2. I’d be hesitant with more than 1 cat.,true,Taylor Smith
2.0 out of 5 stars,Difficult for the cats to climb,"Reviewed in the United States on January 24, 2022","I'll say first that maybe kittens would have an okay time with this. But my adult cats have a hard time maneuvering from the second to third, and third to fourth platform/step. The area to actually jump is too small for them to maneuver around, and the height is enough between steps that they need that extra maneuvering space. My 10 lb. cat, who is well versed in climbing and has no issues with heights, tried to jump to the third step and clung to the side looking like Mufasa. I think extra space for the platforms would've gone a long way to make this actually usable for a cat larger than 8 pounds. The product itself is fine, the end product is a little odd looking because the steps are small, but the materials seem good quality. The assembly wasn't difficult, and everything arrived in the box as it should. But past the second step, it's collecting dust in my house.",true,Karen
5.0 out of 5 stars,Must have for your cats people,"Reviewed in the United States on January 23, 2022","Got this for my grandson’s cat and his cat loves it too his mom showed other people video,s of the cat and they had to purchase one for there cat too.",true,Betty Bushey
3.0 out of 5 stars,First ball damaged day one,"Reviewed in the United States on January 23, 2022",Surprised to find these replacements at first with unrealistic high expectations. Turns out the first ball and wire broke day one after installation but don’t know if it’s my noisy cat or my playful dog did it probably because they were so happy to find these like I did.Kept the parts that were still usable in case second ball failed. Second ball is till hanging there after the wire broke but replaced with first ball wire.,true,Tiger
5.0 out of 5 stars,My cat likes it more than I expected,"Reviewed in the United States on January 22, 2022","I'm very happy with this product.  I was a bit nervous about my cat exploring it once or twice, then forgetting about it, but he's constantly used it since I got it.  He loves to curl up on that circular shelf with the ""backrest,"" and spends most of his time there, but the rest of the tree gets plenty of attention as well.He still climbs to the top and hangs out in the house from time to time.  That ball toy is a favorite for him and he often bats it while sitting on the circle rung (even though it's right under him).  He's used every one of the scratching posts frequently as well.  The only aspects of the product he hasn't used much are the long piece of string and the ladder/hole, which seem to be designed more for small cats/kittens, so him not using them isn't exactly a problem.The product was obviously sent in a box with all the pieces separate and quality instructions on how to assemble it.  Because it's so large, it took a bit of time, but wasn't difficult or frustrating.Overall, a high quality product that I would definitely recommend for cat owners.",true,O. Albretsen
3.0 out of 5 stars,Get something else,"Reviewed in the United States on January 18, 2022",This is the least sturdy cat tree I've ever encountered. You can get a better quality for the same price from another brand/store.,true,Burnsy
3.0 out of 5 stars,Was great until I couldn’t fix this….,"Reviewed in the United States on January 17, 2022",No Media,true,Jennifer Clark
1.0 out of 5 stars,Poor longevity & quality,"Reviewed in the United States on January 17, 2022",I purchased this for a kitten who was adopted in March 2021 and got this in September of 2021.  She is very small and loved it when we first got it but here we are in January and already the two upper towers are already leaning and cannot be tightened.  It is sad to see this type of quality and longevity or sturdiness in a product.,true,Dive In
5.0 out of 5 stars,Breeze to put together!,"Reviewed in the United States on January 16, 2022","This cat tree was a breeze to put together & I managed to do it w/the help of my 5 year old & twin 3yr olds.All that’s required is tightening by hand & the use of the included tool. All pieces are clearly labeled & simple to connect.My cranky cat typically doesn’t enjoy cat trees, but our new kitten has abandoned this so now it becomes property of the senior cat in the home!Totally recommend.",true,A. Alonzai
5.0 out of 5 stars,Sturdy and Good Value,"Reviewed in the United States on January 14, 2022",Very sturdy when assembled and a great value for the price. Our cats play on it daily and it has remained in good condition.,true,WarEagle76
3.0 out of 5 stars,It takes some doing to assemble,"Reviewed in the United States on January 13, 2022","I like it but unfortunately my cat does not. If it was easier to disassemble, I would have my husband do so and send it back. It is not as big as it looks in the photo. My cat barely fits through the cubby hole. She will jump up on a narrow windowsill, but will not jump on the shelves of this condo. It would probably be awesome for a kitten or young cat.",true,Amazon Customer
5.0 out of 5 stars,Best if anchored or braced,"Reviewed in the United States on January 11, 2022","Assembled quickly. The instructions are not perfect... you need to study the different pictures to make sure you're assembling them correctly; but not a major problem.It works well, but you should brace or anchor it. My cat was really leery about it shaking under her. Once I braced it up against a desk and wall, no problem.Decent value for the price",true,Brian
5.0 out of 5 stars,I'm impressed,"Reviewed in the United States on January 10, 2022","Wanted a ""friendly"" cat tree for senior cats and a tripod (amputated back leg) because our other one was at least 6 years old and it was just time to replace and take their needs into consideration. My eldest cat is 16 (12lbs, arthritis setting in) and this is the first time I've seen him in years on such a thing, let alone this high. His sister, the amputee (muscular 10lbs), got up with ease despite her eldest brother blocking the way. Our 15 year old cat (about 10lbs), can fit inside the cat house and loves to stretch out across the platform (wish it was longer for him). Debating whether or not to get a 2nd one for outside on screened porch. The screw for the middle of the house was a pain in the rear. I ordered it as ""damaged among the sides"" at a lower price from the warehouse but no issues to be found.",true,CaroCat
3.0 out of 5 stars,ARRIVED WITH A BROKEN LADDER,"Reviewed in the United States on January 8, 2022",THE LADDER ARRIVED BROKEN,true,Laura Edwards
5.0 out of 5 stars,Best Cat Post We've Bought Yet,"Reviewed in the United States on January 7, 2022","Our 3 cats really love this. We've bought several cat-scratching posts over the years but this one is by far the best. Very sturdy, no wobbling or shaking. Love it! So glad we got it!",true,Sarah's Mom
5.0 out of 5 stars,Great - once you get it together!,"Reviewed in the United States on January 7, 2022","Had problems assembling this, but once two of us got it together it has been great. Kitty knows the top level is where she gets treats and she uses the scratching posts daily",true,Joy Viola
5.0 out of 5 stars,Beautiful cat tower!,"Reviewed in the United States on January 5, 2022","Liked the height, quality, sturdiness, stability, ease of assembly and most of all the design. Need to figure out how to get my 1year old cat to use it. Probably best to purchase for kittens so they get used to it.",true,Marisel Rivera
5.0 out of 5 stars,Easy setup! My cat loves it!,"Reviewed in the United States on January 3, 2022",This cat tree was very easy to setup. It took me less than 30 minutes. The front tower is a little wobbly but I think it is sturdy enough for my 6 month old kitten.,true,Kate B.
5.0 out of 5 stars,A shelter for my two feral kittens!,"Reviewed in the United States on January 3, 2022",The two feral kittens love their cat tree!  They snuggle together and prefer to sleep.in the tallest section that I refer to as the penthouse.  They have a safe place to sleep and it also allows them to socialize with my family.  I fits in my patio and I was able to use the stabilizing cord to insure that it won't tip over.  The kittens and I are very happy with this purchase.,true,Marie Smith
5.0 out of 5 stars,My cat loves this,"Reviewed in the United States on January 3, 2022",My cat loves that she can jump up and sit up high in her own little special place. She loves to sit in trees and tall spaces outdoors.,true,Shopper
2.0 out of 5 stars,Ladder bracket doesnt match up,"Reviewed in the United States on December 30, 2021",Bracket doesnt match up for the ladder. Was able to screw one side in bit its wobbly since other side wont fit with bracket. Not sure cats will like it like that. Ugh....,true,taylor ziemke
5.0 out of 5 stars,Great value for a solid cat tree!,"Reviewed in the United States on December 29, 2021","This took roughly five minutes to assemble, and the pieces fit well together. My cat (weighing 14 lb) looks cozy in it already!",true,Kat
4.0 out of 5 stars,great !,"Reviewed in the United States on December 26, 2021","got this months ago and it’s still holding up strong. my cat doesn’t use the tunnel at the bottom or the box with the hole though. but she loves the tell platforms and scratching posts. platforms have only loosened slightly since assembly and its an easy fix with tightening up the screws. however my cat is pretty small, do i don’t think a larger cat would be able to use the tree that well since it’s not that big. but got good use out of it so far so i’m happy.",true,Alexis
4.0 out of 5 stars,Cats haven't destroyed it yet,"Reviewed in the United States on December 26, 2021","I've had this tree for a little over a year (~15 months). For what it's worth, my three adult cats still haven't managed to destroy it. They like it and I'm satisfied with its quality.",true,Joseph
1.0 out of 5 stars,Doesn’t come with instructions,"Reviewed in the United States on December 25, 2021",Didn’t come with instructions. Doesn’t look like it would be hard to out together but with no guidance or direction this has left me beyond frustrated.,true,Sam
5.0 out of 5 stars,Cat paradise,"Reviewed in the United States on December 20, 2021",Exactly as described and easy to set up. I wish I would have ordered a year ago. My baby LOVES his cat tree.,true,Nikki Caro
5.0 out of 5 stars,Kids set it up,"Reviewed in the United States on December 16, 2021",The kids were able to assemble on their own (10yrs and 12yrs). The cat enjoys it and it is very study.,true,shopper
5.0 out of 5 stars,Love it,"Reviewed in the United States on December 16, 2021",The babies love it. My 15 year old granddaughter read instructions and put it together with no problem.❤❤❤,true,Lillian B.
5.0 out of 5 stars,With love,"Reviewed in the United States on December 13, 2021",This is not a review but my heartfelt condolences for the loss of the Amazon employees in Illinois from the tornadoes. 💕 Prayers 🙏 at this difficult time.,true,Jeannine W.
3.0 out of 5 stars,Not the best tree for active cats,"Reviewed in the United States on December 13, 2021","In theory, it works. In reality, it's unstable. I have a small (under 6 pounds) cat and she is consistently on the verge of tipping it over. My large cat (14 lbs) got on it once and almost tipped. She refuses to try again. I think a wider base would help, but as it stands.....it barely stands.",true,Frecklesotool
4.0 out of 5 stars,Easy to assemble and attractive,"Reviewed in the United States on December 12, 2021",I loved the idea and it is well made and attractive but my two cats could have cared less about it.  They would rather sleep in my bed than on the cat tree.  This does not mean other cats wouldn't love it.  I even put it in front of the window facing the bird feeders.  I guess they're just lazy.,true,Amazon Customer
5.0 out of 5 stars,Good quality and easy to assemble.,"Reviewed in the United States on December 11, 2021",,true,Jose R. Vales
3.0 out of 5 stars,"Small , not sturdy. Would not purchase again or recommend.","Reviewed in the United States on December 11, 2021",Too small for price. Not sturdy.,true,Amazon Customer
5.0 out of 5 stars,Simple Tree,"Reviewed in the United States on December 10, 2021","This is a nice, simple tree that is great for smaller spaces.  It is less than 20"" square and about 4' tall.  I have a cat that is pretty chubby and she fits on it fine.  I do have it placed next to a wall because I think it helps support it, but it is fairly sturdy.  When my cat runs at it and jumps from level to level to the top really fast however, is when it uses the wall (in my case a window casing) for support.  I had bought one exactly like it about 8 years ago and it finally tore up.  I'm so glad I found another one because both my cat and I like it.",true,Jerre George
5.0 out of 5 stars,I highly suggest a second person....instructions aren’t real clear.,"Reviewed in the United States on December 9, 2021","My cat loves it!  Not sure if the little white balls have cat nip in them, but she loves them!!  Not easy to assemble.....another adult would be helpful .",true,Deborah Davis
5.0 out of 5 stars,Impressed,"Reviewed in the United States on December 9, 2021","I had no problem assembling the cat tree. Most of my cats enjoy playing or napping on it. That's good because I have more cats than napping spots on the tree.It's both sturdy and lightweight but best of all, it's a great price.",true,B. Sunderland
1.0 out of 5 stars,Poor construction which prevented assembly.,"Reviewed in the United States on December 9, 2021",Big disappointment!  Construction errors.  Some Pre-drilled holes in wrong places so posts could not be screwed together.  Another hoe too small to accommodate hardware provided in package.,true,BL Benko
4.0 out of 5 stars,Platforms shake.,"Reviewed in the United States on December 8, 2021","I love this product and so does my cat! Good price, but the stands and platforms shake and wobble (yes they are tightened as much as they can be).",true,Haley Barnes
5.0 out of 5 stars,Cat loves it,"Reviewed in the United States on December 8, 2021",Good product.  This is my cat's favorite place to scratch. He now leaves the furniture alone. We like it so much that I ordered another one.,true,BK
4.0 out of 5 stars,Top levels loose,"Reviewed in the United States on December 8, 2021",My cat loves this but because the 2 top levels are loose he doesn't use them. I've looked for a long long time at buying one. I haven't contacted buyer so they may or may not take care of this. Other than that my kitty likes it. Lots of activities.,true,Tracy hibbs
3.0 out of 5 stars,Probably will be okay for a kitten up to a year old.,"Reviewed in the United States on December 7, 2021",My cat is average weight and a year and a half years old. Whenever he jumped on it I thought it was going to topple over it so I've packed it back up and will return it.,true,Mistybus
1.0 out of 5 stars,Nice looking. Not very durable,"Reviewed in the United States on December 3, 2021",I have had this cat tower for less than 6 months. It was nice at first but it’s not very sturdy long term. The towers start to detach from the plastic base and lean. I have had to fix them with glue due to them detaching . And being that it’s only been 5 months I think that’s not acceptable for the price.,true,Kaitlin
4.0 out of 5 stars,Not for really big cats,"Reviewed in the United States on December 2, 2021","My cat loves this thing _  I just wish I had paid more attention to the measurements. Jackson [the cat] is very tall & long, weighs solid 25+ pounds and when he jumps it does shake a little and he spills over the ""bed""I need to put it solidly against a wall, right now it's in the middle of his comfort zone. It was easy to put together, took less than 30 minutes which included me laying out all the bits and pieces ahead of time.",true,Debby Crawford
5.0 out of 5 stars,My cat loves it but it wobbles and is losing threads,"Reviewed in the United States on December 1, 2021",No Media,true,Ya
5.0 out of 5 stars,Cats LOVE it,"Reviewed in the United States on November 27, 2021","The tree came in a big box but is very easy to assemble. All scratching posts besides one are all the same size so you can easily screw them into the bases. I have two cats and one is even older but can traverse the tree with ease. They love the posts, little cave and the top lounging area. Highly recommend!",true,Elisabeth Mellott
5.0 out of 5 stars,cats love it,"Reviewed in the United States on November 26, 2021",easy to assemble and cats love it,true,Amazon Customer
1.0 out of 5 stars,The product is not good,"Reviewed in the United States on November 23, 2021",Got out of box so the cat could play with ball Within Five minute it’s snapped upLooking for a refund,true,ruth benarrochs
5.0 out of 5 stars,Good choice,"Reviewed in the United States on November 22, 2021",I am happy with this post.  It is just the right height to let our guy see into the kitchen and not be on the counter.,true,Alicia
4.0 out of 5 stars,Better fit for a Medium Cat,"Reviewed in the United States on November 21, 2021","Just a bit too small for a large cat.Was a little wobbly, but sturdiness is increased significantly when the ladder is attached to the base with flat straps underneath. (Add bottom straps yourself)",true,kc
4.0 out of 5 stars,My cat loves it,"Reviewed in the United States on November 20, 2021",Looks good. Cat loves it,true,Ellie
1.0 out of 5 stars,Do not Buy,"Reviewed in the United States on November 19, 2021",Very disappointed. This lasted five months before the scratching posts on the 2nd & 3rd stories snapped off at the screw. Obviously the person who designed this does not have cats! Horrible design!,true,Amazon Customer
5.0 out of 5 stars,Love It,"Reviewed in the United States on November 18, 2021",Easy to put together and my cat absolutely loves it - climbs up the side of it and it stays sturdy. The ball and rope to play with are great additions.,true,Karen
1.0 out of 5 stars,A waste of money,"Reviewed in the United States on November 17, 2021","This cat tree is, unfortunately, a complete waste of money.  It was very easy to put together and once it was assembled it felt quite sturdy.  My cats loved it so I thought I had hit a home run for them.  Here we are, five months later, and what I have is a carpeted piece of junk.On Amazon's picture you can see that the highest platform is flat but there is a cover that goes on with elastic which turns it into a bed with soft raised edges.  After a couple of months that platform started to wobble.  As you can see on Amazon's picture, it is attached to a box underneath it,  That attachment is a screw which screws the post onto the top of the box.  No amount of turning would tighten it back up so I just hoped for the best.The other day I finally heard the inevitable crash and went running in to find the platform and post had fallen off.  Once that happened I was able to see that the screw which attaches the post to the box is threaded into a piece of black plastic.  That piece of plastic is simply stapled to the scratching post.  If you look at my picture, you can see the round piece of black plastic on top of the box (ignore the post behind it, that's a separate tower).  The middle of that piece of plastic is threaded to hold the screw.  That connection is still strong, but the plastic goes inside the bottom of the scratching post and that is where it is attached with nothing but staples.  It's no wonder that the cats' frequent jumping on and off put lateral pressure on the staples until they finally lost their hold on the post.Now the second highest (flat) platform is starting to do the exact same thing.  I guess I could buy a staple gun and re-staple it, but even if I put twice as many staples in I'm not very confident that it won't end up doing the exact same thing.  What I'm left with is the base, a couple of scratching posts, and a box that sits about 2' off the ground which the cats can hide in--except they don't particularly care for that part.I'm sure all of these 5 and 4 star reviews are from people who haven't had this thing long enough to experience the loose and wobbly platforms, or ones that never bothered to come back and change their reviews.  If you decide to take a chance and buy this anyway, just make sure it's not next to anything that can get broken when these two pieces fall off.  That's ""WHEN"" and not ""if"".",true,Cheryl
1.0 out of 5 stars,Complete garbage,"Reviewed in the United States on November 15, 2021",Cats broke within a month.,true,Amazon Customer
1.0 out of 5 stars,Not Sturdy!,"Reviewed in the United States on November 15, 2021","Not sturdy at all. After couple months, top posts sway.",true,Amazon Customer
5.0 out of 5 stars,Baby loves it,"Reviewed in the United States on November 14, 2021","Was pretty easy to put together..I had to have my son do the ladder ..Baby loves it, she started climbing all over it before it was even put together..Very happy I ordered this.",true,Amazon Customer
4.0 out of 5 stars,Sturdy,"Reviewed in the United States on November 13, 2021","This is very sturdy; we have an 18-lb kitty and a 9-lb, and the cat condo supports their tussles. However they have a hard time getting to the top platform; the space between the box under it is too short for them to maneuver. They get up there by jumping from my desk chair nearby. Other than that, they enjoy their furniture.",true,Alicia
4.0 out of 5 stars,Cozy!,"Reviewed in the United States on November 11, 2021","Our cat is pretty small (8 pounds) and she already fills up most of the two platforms, so might be small for a larger cat. But she loves napping on her cat tree!",true,Amazon Customer
4.0 out of 5 stars,Taller cat tree,"Reviewed in the United States on November 10, 2021",My cat will only on the top once in a while but loves the next step down. My cat is 12 pounds so he does not fit in the box. Wish that part was a little bigger  He is not interested in the hanging rope. I think it’s too stiff.  But my cat is happy and so then I am,true,mama sue
5.0 out of 5 stars,Cats likes it.,"Reviewed in the United States on November 9, 2021","Pu in front of window, cat loves it.",true,Tanna M
1.0 out of 5 stars,Really bad quality. Wobbles a lot. DO NOT BUY.,"Reviewed in the United States on November 8, 2021",**DO NOT BUY**I was excited for my new kitten to have a cat tree to play in. The reviews looked pretty good for this but overall after owning this for several months it has been a bad purchase. The cat tree was pretty simple to assemble but even during assembly it was kind of iffy if the quality would hold up based on other reviews. The standalone circular(not the bed) wobbles very badly. My cat has been using it less and less and is very cautious to go onto the circular pad. Very disappointed in this product.Edit: This is poorly crafted and the standalone circular broke at the leg. Buy something with better quality materials. Unfortunately this is past the return date. I regret buying this. I feel this is unsafe for my cat.,true,Son
3.0 out of 5 stars,Decent but not awesome,"Reviewed in the United States on November 8, 2021","Pretty decent cat tree but doesn’t seem super durable. My 2 cats have practically scratched the carpeting/material off of several areas of the tree. For the price it’s decent. I think when this one falls apart. Probably by spring, I’ll just splurge on a higher end, better quality, more durable cat tree.",true,Bailey
5.0 out of 5 stars,Fitted my cat scratcher,"Reviewed in the United States on November 7, 2021",loved the price! the colors are bright and assembly easy,true,melissa
2.0 out of 5 stars,I know these are cheap but really?,"Reviewed in the United States on November 7, 2021","I needed a new toy for my Cat Craft cat tree, however Amazon didn't sell the Cat Craft replacements but had Amazon Basics toys that would seem to fit. The first one (gold) I put on the tree was a bit too long but my kitten (8 months old) loved it. However, night before last he got tangled up in it and I had to cut the elastic cord to free him. So, I attached this green one. Now 36 hours later it looks like this. Amazon, I know you get these cheap & sell them that way but damn, could you use more than two stiches and a drop of glue to keep them together?",true,Scott Lamb
5.0 out of 5 stars,Great size,"Reviewed in the United States on November 6, 2021",The tower is a great size. It’s very sturdy and easy to assemble. My sons cat loves it! She especially likes the toys added on it. Great buy!,true,Aunt Rocky
1.0 out of 5 stars,Fell apart in 4 months.,"Reviewed in the United States on November 5, 2021","Poor quality. I bought this cat tree 4 months ago,I have one small cat and this thing is literally falling apart. The scratch post separated from the plastic mounting bracket making it to wobbly to climb on. The pillow on top is also falling apart and sagging. Bummer 👎",true,Adam S
5.0 out of 5 stars,Happy Kitty,"Reviewed in the United States on November 4, 2021",Lg enough for my lg Kitty. Heavy wen arrived.,true,Renita Gunderson
5.0 out of 5 stars,cat tree,"Reviewed in the United States on November 3, 2021","I liked it fine, how ever the cat hates it and wont touch it catnip did not help.. using it for a flower stand...",true,Thomas D. Stevens
5.0 out of 5 stars,My cat loves it!,"Reviewed in the United States on November 3, 2021",Easy to assemble,true,Amazon Customer
5.0 out of 5 stars,My cat thanks y’all,"Reviewed in the United States on November 3, 2021",,true,jeff rhinehart
5.0 out of 5 stars,Best cat tree we've had in years,"Reviewed in the United States on November 3, 2021","When it comes to cat trees my cat will rip it apart as soon as he can, but this one has held up extremely well! After a few months of him scratching at it, it still looks brand new!",true,melissa sinkey
1.0 out of 5 stars,Not all the parts were included.,"Reviewed in the United States on November 2, 2021","Some of the platforms could not be attached to the product, i.e., no holes were drilled in the platforms.  Assembly was not possible without superglue;  I had to buy wood and have it cut for makeshift pillars for the cat tree.  I would not recommend this product to anyone.",true,Judy K.
5.0 out of 5 stars,Beautiful and fun!,"Reviewed in the United States on November 1, 2021",Cats love it!,true,Milly
5.0 out of 5 stars,Great tower!,"Reviewed in the United States on October 31, 2021","I have a very active and heavy kitten. She is all over this thing! Up and down and using the scratching posts!  And then, after she's worn herself out, she sleeps like a queen on the top platform. It is much more stable than others I've had.",true,Mary-Ellen Holmes
4.0 out of 5 stars,Mostly happy,"Reviewed in the United States on October 29, 2021","This has been a good purchase for my 6 month old cat.  She loves the height and being able to look out the window.  Very sturdy, with this one exception.  The top perch is already tearing away (have had for about 2 months).  Wondering if there is any way to get a replacement piece for this top shelf?  Other than that, we have all been pleased.",true,Patti Weaver
5.0 out of 5 stars,Very well built and so easy to assemble,"Reviewed in the United States on October 29, 2021","It was so easy to assemble and it is very well built. I am very impressed with this item considering the cost. I have seen cat stands for half the size and cost twice as much at the store. If you want easy and quality, this is it!",true,Kyle Sheard
5.0 out of 5 stars,Cat Loves it & NOT Overpriced,"Reviewed in the United States on October 26, 2021",This cat tree was very easy to assemble. It is sturdy and appears to be good quality. I expect it to last a very long time.,true,Anon54fdgnb7
3.0 out of 5 stars,Kinda cheezy,"Reviewed in the United States on October 25, 2021","It must be in a corner for stability. It was easy to assemble. It is fleece fabric on particle board. I should have just sprung for the carpet covered wood. There is no decent scratcher according to the cat. I did like the height. It matches the window sill, so that's nice.",true,Amazon Customer
1.0 out of 5 stars,Unfortunately wont last long,"Reviewed in the United States on October 23, 2021",Black string broke within 2 days.  On all 3!,true,Annie Kent
5.0 out of 5 stars,Cat toys,"Reviewed in the United States on October 21, 2021",Worked great fit in my cats scratching post perfectly no issues,true,lisa paraiso
5.0 out of 5 stars,Chunky cat loves it.,"Reviewed in the United States on October 18, 2021","Wonderful unit for the chunky queen of the house. She immediately leaped on it and bequeathed it her throne. She looks down at the world from the top tier and swipes at us pheasants as we walk by. Great materials, looks solid enough to carry her weight. So far it’s been a month and she’s still holding.",true,Michelle
5.0 out of 5 stars,Had it for 6 months and it is already broken and very loose.,"Reviewed in the United States on October 14, 2021",The second tier bed broke off unexpectedly and I can’t get the black part off and it definitely won’t go back in because all of the staples are sticking out and it’s very dangerous and unsafe for my cats. The screws become more loose every day even when you tighten them.,true,Ashley H.
2.0 out of 5 stars,Short life span for pillars,"Reviewed in the United States on October 13, 2021","I bought this 6 months ago and my cats demolished a pillar (see pic) that took them years on the Armarkat one. Lesson learned, I  will stick with Armarkat from now on for the extra $20-30 cost.",true,J A
4.0 out of 5 stars,Better for small cats,"Reviewed in the United States on October 13, 2021",My cat won’t use it because it moves when he steps on it. Would be great for smaller cats though.,true,Destiny
5.0 out of 5 stars,Great tree. I would buy again,"Reviewed in the United States on October 12, 2021","Easy to put together, nice material. Sturdy. Bought for my mom’s cat.",true,Sherry
5.0 out of 5 stars,Bella,"Reviewed in the United States on October 12, 2021",Bella love it,true,melinda hoag
4.0 out of 5 stars,cat loves it,"Reviewed in the United States on October 11, 2021","our cat knew immediately this was for her, but the tree isn’t that sturdy. we’ve latched it onto her previous tower but recently got rid of the old tower and this one wobbles. we have it in a corner to help it",true,Theresa Walsh
5.0 out of 5 stars,my cat loves it !!,"Reviewed in the United States on October 11, 2021","Easy to put together , good quality !",true,kassie roush
1.0 out of 5 stars,Do Not Buy!!,"Reviewed in the United States on October 10, 2021",total garbage didn’t even last 6 months!! total waste of money!,true,Heather keough
3.0 out of 5 stars,"Some parts missing or not exactly as described, affected sturdiness","Reviewed in the United States on October 10, 2021","The top round seat and the pole it attaches to did not connect the way the other round seat did and the way they were shown in the instructions. There was also one piece missing, but to be honest, I couldn't tell from the diagram what its function was anyway. Please see photos.",true,Mara E Hale
2.0 out of 5 stars,Assembly Instructions Not Provided,"Reviewed in the United States on October 9, 2021",Impossible to assemble without instructions.  Had to call and speak with two different representatives for  link.,true,Rosemarie
5.0 out of 5 stars,Perfect for your furry friend,"Reviewed in the United States on October 9, 2021",Very easy to assemble and great place for your cat to hangout!,true,Jordyn
5.0 out of 5 stars,She loves it!,"Reviewed in the United States on October 9, 2021",Great amount of sisal that doesn’t come off too fast. Easy instructions. Good height/activities,true,K. Baird
1.0 out of 5 stars,Not strong enough for large cats,"Reviewed in the United States on October 8, 2021",My cat weighs about 16 lbs. Cat didn't like the section that he would crawl into. Too small. He liked the round section for laying on but he was too heavy for it and it broke.,true,J. Yunker
5.0 out of 5 stars,Needs the screws are plum the top shelf,"Reviewed in the United States on October 6, 2021",My cat like it once has not used since,true,Amazon Customer
5.0 out of 5 stars,first cat tower and cats loved it,"Reviewed in the United States on October 4, 2021","this was the very first cat tower that I got for my cats (last about 2 years) and my cats loooved it. They jumped from anything to it, chased each other and slept in it a lot. One of the poles broke after them jumping from my couch directly to it, but it was a good one.",true,Aida
1.0 out of 5 stars,THIS SUCKS,"Reviewed in the United States on October 4, 2021",I want my money back on this!!!!,true,Gail truth
1.0 out of 5 stars,Sucks! Fell apart one month in.,"Reviewed in the United States on October 3, 2021",My cat is TEN Lbs. The higher tower broke off in an unfixable way only a month in. Spend the extra $15 dollars for the larger towers with the double pole strengthened ones.,true,D
2.0 out of 5 stars,Fragile top tower,"Reviewed in the United States on October 3, 2021","I’ve purchased 2 of these over the past 6 months and can confidently say the top tower is the weak point. There has to be better material and reinforcement for the top tower to sustain a solid position and withstand the force of a cat’s leap/jump to get up into it. Additionally, the tower and cube (hide space) is really for small cats.  Otherwise, this is an aesthetically pleasing and minimal design tower that is easy to assemble. It’s easy to clean. The cats love it. But having to go through the cycle of replacing it every 3 months is a sign that the product design is poor.",true,LLOYD NTUK
5.0 out of 5 stars,My cat loves it,"Reviewed in the United States on September 30, 2021","My loves this cat tree , she loves the top level and periodically takes naps on it",true,Jovany
2.0 out of 5 stars,flimsy,"Reviewed in the United States on September 30, 2021",Flimsy- within 4 months the pole has broken off completely since it was just cardboard,true,em
4.0 out of 5 stars,Bad instructions but overall happy,"Reviewed in the United States on September 30, 2021","The instructions weren't the best, the ladder was tricky, but overall the cats love this! Worth the time and money.",true,Tania
5.0 out of 5 stars,My small cat loves it!!,"Reviewed in the United States on September 29, 2021",I never write reviews but I’ve had my 1 yr old cat for 4 days and in the first 2 days she did not come out of her crate AT ALL. I bought this cat tree because I wanted to build her confidence and I thought if she was able to watch me from up high she wouldn’t be so scared of me. I was right!!! She got onto that cat tree on the first day she saw it and I put the shirt I wore yesterday on the top cat bed so she can get used to my scent. She isn’t as scared of me and is letting me pet her. 10/10 cat tree buy this for your cat or any cat tree really to make your kitty feel big and confident :) I’ll probably buy an even taller one in the future so she can feel like the queen of every room,true,Irene
1.0 out of 5 stars,Cheap,"Reviewed in the United States on September 29, 2021",After 2 months one of the stands broke. It actually broke where the base connects to the trunk. Our boy is on the hefty side so maybe that played a part but I’d still except it to last more than 2 month.,true,Kasey
5.0 out of 5 stars,Great deal fir the $,"Reviewed in the United States on September 29, 2021",No Media,true,Becky West
1.0 out of 5 stars,Already falling apart,"Reviewed in the United States on September 27, 2021",Well it was easy to put together but the carpet on the two perches is already loose on the tops.  It was not glued down so it all came loose.  I have had to glue it down myself,true,Lorraine Picone
