,Name,Title,Body,Stars,Time,Vine Voice
3430,JS,Standard box of ppe gloves,Fits as expected.  No problems.,5.0,"Reviewed in the United States on March 22, 2022",
3431,Buck ,Good,Good,5.0,"Reviewed in the United States on April 22, 2022",
3432,Jane Fahrnbruch,Great Gloves!,Very good product!,5.0,"Reviewed in the United States on April 8, 2022",
3433,cynthia s williams,Good product,Cleaning,5.0,"Reviewed in the United States on April 21, 2022",
3434,Suzanne S. Zuloaga,"Gloves are a little tight but if you like them that way, they're great",Gloves a little tight for size,5.0,"Reviewed in the United States on March 20, 2022",
3435,Ryan F.,Something is not right,Almost every glove I use breaks within minutes of light duty. They feel way thinner than other 4 mil gloves that I use. They leave a residue on my hands like that of latex glove. I do not believe these are 4 mil or nitrile.,2.0,"Reviewed in the United States on August 21, 2022",
3436,Amazon Customer,The quality,Good deal. Cheap and fine quality,5.0,"Reviewed in the United States on March 20, 2022",
3437,Bj,Great value,So far so good. No ripped gloves,5.0,"Reviewed in the United States on March 6, 2022",
3438,Christopher,Good gloves good price,"Good gloves, good price.",5.0,"Reviewed in the United States on March 31, 2022",
3439,Shopper,Too big,"The large seem to fit extra big, water got in while wearing them, defeated the purpose",3.0,"Reviewed in the United States on February 27, 2022",
3440,Jacqueline Wright,Great value,Good quality and a very good price,5.0,"Reviewed in the United States on March 1, 2022",
3441,Kimberly Mcgee,They fit perfect on my hand.,Use my item for cleaning my toilets and fish bowl .,5.0,"Reviewed in the United States on February 3, 2022",
3442,Victoria Anderson,Great,Great for cleaning and oiling furniture,5.0,"Reviewed in the United States on March 6, 2022",
3443,R. Conley,Great for cleaning around the house.,My wife wears them for housework cleaning up everything.,5.0,"Reviewed in the United States on February 10, 2022",
3444,Darrell D.,The fit of the gloves,Work good for use,5.0,"Reviewed in the United States on March 27, 2022",
3445,Son H Diep,Product,Clean up,5.0,"Reviewed in the United States on April 2, 2022",
3446,Amazon Customer,Excellent working latex gloves medical or non medical,Really love gloves use it medically and non medical,5.0,"Reviewed in the United States on February 12, 2022",
3447,Yolandab,Guantes,La talla es perfecta y la calidad tambien,5.0,"Reviewed in the United States on February 23, 2022",
3448,Amazon Customer,GREAT VALUE FOR THE MONEY,GREAT VALUE FOR THE MONEY,5.0,"Reviewed in the United States on March 9, 2022",
3449,Karla,Awesome,Great fit,5.0,"Reviewed in the United States on April 1, 2022",
3450,Capt. Kirk,"Great items, great prices!",Thank you!  Have a blessed day!,5.0,"Reviewed in the United States 🇺🇸 on February 28, 2022",
3451,Beverly Rhodes,They fit,They fit,5.0,"Reviewed in the United States 🇺🇸 on April 1, 2022",
3452,Nena,Gets the job done,These are great everyday gloves,5.0,"Reviewed in the United States 🇺🇸 on March 2, 2022",
3453,Mary ,Fit & durability,Liked fit,5.0,"Reviewed in the United States 🇺🇸 on March 24, 2022",
3454,Pam Scarlata,Gat sturdy quality,good service,5.0,"Reviewed in the United States 🇺🇸 on March 17, 2022",
3455,carlos,Lo único malo es que llegó la caja abierta y me quedó la duda si sacaron guantes,Son cómodos y utiles para todo,5.0,"Reviewed in the United States 🇺🇸 on February 22, 2022",
3456,Michael Perkins,Good gloves,Good durable gloves. I highly recommend.,5.0,"Reviewed in the United States 🇺🇸 on February 21, 2022",
3457,Amazon Customer,Easy ordering,Great for medical issues,5.0,"Reviewed in the United States 🇺🇸 on March 5, 2022",
3458,Bowei Z.,"Use for indoor cleaning and Food prep only, horrible for outdoor use",Description noted it being durable and puncture and tear proof.That is a lie. Even doing simple automotive wrenching tasks of working a socket and torque wrench would end up tearing. I went through five sets of gloves in a two hour period as they would constantly tear from the most minor of pressure or 'harsher' automotive cleaners.I'd say to use these for indoor food prep and bathroom cleaning only,2.0,"Reviewed in the United States 🇺🇸 on April 18, 2022",
3459,marty,Good,Good,5.0,"Reviewed in the United States 🇺🇸 on March 23, 2022",
3460,Amazon Customer,Disposable gloves,Great product,5.0,"Reviewed in the United States 🇺🇸 on March 9, 2022",
3461,Bruce,Very thin materi,"Very thin material, rip apart just trying to put them on. Ok for a painting project but any kind of rough work they will tear. Will not purchase again.",2.0,"Reviewed in the United States 🇺🇸 on September 5, 2022",
3462,Sherry Jackson,Durability,Great product,5.0,"Reviewed in the United States 🇺🇸 on March 9, 2022",
3463,Amazon Customer,Exactly as described,Exactly as described,5.0,"Reviewed in the United States 🇺🇸 on February 24, 2022",
3464,Lavourn J.,Gloves,Quality is good. So far 4 times I tried using them. There were holes in them,3.0,"Reviewed in the United States 🇺🇸 on January 17, 2022",
3465,Amazon Customer,They fit perfectly.,"They fit perfectly, no irritation.",5.0,"Reviewed in the United States 🇺🇸 on February 15, 2022",
3466,Amazon Customer,Excelente,Very good price,5.0,"Reviewed in the United States 🇺🇸 on February 28, 2022",
3467,Mimi,Very useful,perfect for everyday use especially during a pandemic.,5.0,"Reviewed in the United States 🇺🇸 on January 24, 2022",
3468,Gary Tenney,Gloves,Easy on and off,5.0,"Reviewed in the United States 🇺🇸 on February 11, 2022",
3469,ARDave556,Well-made item,Shipping was a little rough. Was not packed well. That was my only issue with this item.,3.0,"Reviewed in the United States 🇺🇸 on January 9, 2022",
3470,Bobbie spring,great gloves,very sturdy,5.0,"Reviewed in the United States 🇺🇸 on February 19, 2022",
3471,sydandjoe,They're gloves,As expected,5.0,"Reviewed in the United States 🇺🇸 on February 23, 2022",
3472,Andy L.,It was great!,The gloves are very satisfactory.,5.0,"Reviewed in the United States 🇺🇸 on February 2, 2022",
3473,Gene ,Fast delivery.,Always courteous.,5.0,"Reviewed in the United States 🇺🇸 on February 26, 2022",
3474,Demetria Bunton ,Gloves,They tear Easley,3.0,"Reviewed in the United States 🇺🇸 on March 12, 2022",
3475,Amazon Customer,They fit like a glove!,All's well!,5.0,"Reviewed in the United States 🇺🇸 on February 17, 2022",
3476,Amazon Customer,Great disposable gloves,Does not tear easily,5.0,"Reviewed in the United States 🇺🇸 on February 8, 2022",
3477,Eligh's mema,Returned,Super flimsy,2.0,"Reviewed in the United States 🇺🇸 on November 9, 2022",
3478,THEMBELA MAHLANGU,Great product.  Will order more,Soft and comfortable,5.0,"Reviewed in the United States 🇺🇸 on February 13, 2022",
3479,Amazon Customer,N,Good gloves,5.0,"Reviewed in the United States 🇺🇸 on February 21, 2022",
3480,KBAD,Quality control issues 1/3 break when putting on,"1 out of 3 break when putting them on. We are a healthcare family, and know gloves and these ones either have a poor quality control issue, or are just made weak.  we have to grab extra gloves each time just so we can try again when they break putting them on. The ones that dont break are the correct fit, and work fine.",2.0,"Reviewed in the United States on April 3, 2022",
3481,Tuna tuna ,Quality different,"It used to be my favorite gloves, but not anymore. Material not as good as before, rip off easily",2.0,"Reviewed in the United States on September 15, 2022",
3482,Amazon Customer,100% satisficed,"NO PHOTO""S",5.0,"Reviewed in the United States on February 15, 2022",
3483,John Pacheco,Exactly What I Was Looking For!,Good Product!  Happy with my purchase!,5.0,"Reviewed in the United States on December 29, 2021",
3484,Patricia T,Great fit,Just what I needed!,5.0,"Reviewed in the United States on January 14, 2022",
3485,Amazon Customer,These rip easily,These rip easily,2.0,"Reviewed in the United States on October 20, 2022",
3486,Joseph Spivey,great product,excellent product,5.0,"Reviewed in the United States on January 27, 2022",
3487,Giovanni,Excelentes,"Llegaron muy rápido, muy buena calidad.",5.0,"Reviewed in the United States on December 30, 2021",
3488,Nicole E,durability,durability,5.0,"Reviewed in the United States on January 26, 2022",
3489,Andy Duan,The gloves are too thin,Super thin…,2.0,"Reviewed in the United States on October 21, 2022",
3490,Linda Rodriguez,Very loose fit,"I bought a box of Blue gloves at Walgreens and it was a great Fit ! (L)  these gloves that I ordered, almost slip off , when I’m trying to rub medicated cream on my knees.It’s so frustrating! Wont",2.0,"Reviewed in the United States on April 21, 2022",
3491,Sachie H.,Very Strong Chemical Odor Like Sulfur,"Very strong chemical odor like sulfur stuck on your hands after used this product.  I washed my hand multiple times with different kinds of soap, but couldn’t get rid of the smell.",2.0,"Reviewed in the United States on May 6, 2022",
3492,LAWW,Not stutdy,I guess for the money spent as good as can get. I wouldn't buy these again as soon as I start using them they rip up... too cheap for me. I rather pay more for a better product. Not worth it at all.,2.0,"Reviewed in the United States on March 29, 2022",
3493,lovebug,Soap  and water,Forget these thin as can be gloves ????? Just do your job and wash up with soap and water . Can't even tug a little without them ripping up. It was a waste of my money and time. Next time costco gloves,2.0,"Reviewed in the United States on March 31, 2022",
3494,Dlong74,Rip easily,Not very durable.  Package was damaged,2.0,"Reviewed in the United States on August 17, 2022",
3495,Rinder,CRAP!,horrible quality- gloves are so thin that it can only be used for 1 prep at time. Gloves are short - don’t even cover writer but extends past fingers .  These SUCK.,1.0,"Reviewed in the United States on December 9, 2022",
3496,Millicent Williams,Quality is not great.,Disliked having to change several times before completing the task. Used mainly for cleaning and prepping meat and for household purposes.,2.0,"Reviewed in the United States on May 21, 2022",
3497,jmart,Too thin,One out of every three gloves split apart. Very thin material.,1.0,"Reviewed in the United States on January 18, 2023",
3498,heather,Smelly,Not sure why but they smell like dog poop. Literally smells horrible. Bought these to rub medicine in my daughters mouth who has an infection. Would only use these to actually go pick up dog poop. Wouldn’t dare use these on my daughter. They do feel durable though so I’m giving it two stars.,2.0,"Reviewed in the United States on January 6, 2022",
3499,Suprena Newman,The cheap and tear easily. A waste of money,I dislike this product because it tears easily and they don’t fit well. I’ve had size large gloves before a different vendor and the are true to size and didn’t tear when using them. Ugh!!! Don’t waste your money and time.,1.0,"Reviewed in the United States on November 13, 2022",
3500,KarahCrisis,Maybe run a pinch small,"These are exactly as described. My only issue is, they are awfully tight. I'm usually a small in most gloves, but these are tighter. I have very little hands. Other than that, they are comparable to quality of the ones I have used from the oncology unit for my son who needs latex free. They were packaged nicely, box in fine shape upon receipt and very durable. They beyond serve their purpose. Next time I'll get a medium. They're still usable, so I'm not totally complaining. Just trying to help out with sizing. You may need to go with size up.",5.0,"Reviewed in the United States on February 6, 2023",
3501,Linda,Truly the best gloves I've EVER had !!!,"I have bought dozens and dozens of different brands and types of gloves. These fit perfectly, they are very strong, NEVER had them tear or rip. I also love the softness of the gloves and how they fit your hand so perfect. My forever gloves 🧤",5.0,"Reviewed in the United States on February 28, 2023",
3502,Stephanie,"Disability and I don’t have a problem with Latex, it’s Latex free","Very well worth your money. I purchased a box of 100 thinking I would get 100 days out of one box but one pair has already lasted 4 days. Very durable, easy to get on and off to use again and again",5.0,"Reviewed in the United States on February 27, 2023",
3503,Shannon Copeland,Pretty good for the money. Fits okay on medium size hands,Fits okay on medium size hands. For the cost its worth it I think. Pretty good.,4.0,"Reviewed in the United States on February 25, 2023",
3504,KitKat71,Great disposable gloves,I use these to clean up after foster puppies. They have worked well for this purpose. Easy to put on and take off. The price is good for disposable gloves.,5.0,"Reviewed in the United States on February 15, 2023",
3505,Kharmyn Cousins,BEST PRICE FOR QUALITY,"I keep purchasing these because as a germaphobe, I need to have them on hand for cooking & baking!",5.0,"Reviewed in the United States on February 23, 2023",
3506,AY,Good gloves,"Great for household use, haircare & food prep since they are non sterile & powder free. My only issue is it did not ship on time even after paying for next day delivery.",4.0,"Reviewed in the United States on February 15, 2023",
3507,Jason ,These are purple,"These gloves fit and feel good. Durability wise they are just ok. Advertised as being 4 mil but they feel like 3 mil. Also, these gloves are pictured as being blue. They are not blue; these are definitely a purple lavenderish  color. I would still rate these at a 5 regardless of the color (because I don't really care that much) if they felt like they truly were 4 mil. But they feel thinner, so I gave them a 4.",4.0,"Reviewed in the United States on January 10, 2023",
3508,Herman Lawson,These are wonderful,I primarily use my gloves for making cookies and bread,5.0,"Reviewed in the United States on February 24, 2023",
3509,F. E. B.,Easy to get out of box,They were not all bunched up in the box. Didn't  have to unravel them or throw away because of tearing apart while unraveling. Love this box of gloves.,5.0,"Reviewed in the United States on February 11, 2023",
3510,Pamella,Fit,They fit good and are strong,5.0,"Reviewed in the United States 🇺🇸 on February 24, 2023",
3511,dini,Perfect size,They add a splash to cooking! Fits true to size. Love these,5.0,"Reviewed in the United States 🇺🇸 on February 20, 2023",
3512,Odelia Olivas,Thin,A bit thinner than normal.,4.0,"Reviewed in the United States 🇺🇸 on February 22, 2023",
3513,Shhh it’s secret,"Sturdy,medical grade","Great buy! Half the cost of the brand stocked at my local pharmacy but more durable. My mother works in home health and often has to supply her own gloves, I’ll be ordering regularly.",5.0,"Reviewed in the United States 🇺🇸 on February 4, 2023",
3514,Ryumi T. Metcalf,Nothing,Texture,4.0,"Reviewed in the United States 🇺🇸 on February 21, 2023",
3515,John Fascia,Excellent value!,Very good value and very good quality.,5.0,"Reviewed in the United States 🇺🇸 on February 22, 2023",
3516,Amazon Customer,I repurchase these always,Great disposable gloves for everyday use. Can be used serval times without easily ripping apart.,5.0,"Reviewed in the United States 🇺🇸 on February 15, 2023",
3517,PT student ,A little thin,"The gloves got the job done for the price. Just note that they are a little bit on the thinner side, so I wound up having to double glove frequently in anatomy lab in order to be sure that they wouldn't tear or cause odors to remain on my hands.",4.0,"Reviewed in the United States 🇺🇸 on January 19, 2023",
3518,debbie,Fit good!,These gloves fit good and are comfortable. Good value for the cost.,4.0,"Reviewed in the United States 🇺🇸 on February 11, 2023",
3519,CT,durable but picture inaccurate,"These gloves hold up well. They do not tear easily like some gloves. However, the picture is inaccurate. The gloves only reach to the edge of my palm, which is shorter than I'm used to. They do not extend down my wrist at all like the picture and I do not have especially large hands. Not great for messier jobs.",4.0,"Reviewed in the United States 🇺🇸 on January 8, 2023",
3520,theresa crance,Sturdy,"Love these gloves. Use them for cleaning, cooking and baking.",5.0,"Reviewed in the United States 🇺🇸 on February 13, 2023",
3521,Gayle Wilson,Don’t speak Spanish,No Halle,5.0,"Reviewed in the United States 🇺🇸 on February 20, 2023",
3522,tj,Good fit,Works very well for kitchen uses,5.0,"Reviewed in the United States 🇺🇸 on February 14, 2023",
3523,Hilde Van Houten,good all around gloves,"not too thick; sometimes they rip, but good price",4.0,"Reviewed in the United States 🇺🇸 on February 7, 2023",
3524,Madde,Perfect fit,Love these disposable gloves.  They're perfect!!!,5.0,"Reviewed in the United States 🇺🇸 on February 14, 2023",
3525,ivonne landrum,great gloves,great gloves @ best deal....,5.0,"Reviewed in the United States 🇺🇸 on February 15, 2023",
3526,Melody69,Good gloves,"No odor, not rip easy, will buy again.",5.0,"Reviewed in the United States 🇺🇸 on February 10, 2023",
3527,Angel C,No vinyl,Very comfortable  Does not tear,5.0,"Reviewed in the United States 🇺🇸 on February 10, 2023",
3528,Ivan,good buy,I got what I ordered,5.0,"Reviewed in the United States 🇺🇸 on February 10, 2023",
3529,Amazon Customer,Cook with them!,"I use them to clean, and I use them to cook! When peeling and dicing onions, these are a must have. Your hands will not smell like onions if you use these.",5.0,"Reviewed in the United States 🇺🇸 on January 21, 2023",
3530,Ellen P. Watson-Suber,Nitrile gloves,Good quality and great price  I use these gloves daily because I'm allergic to latex .,5.0,"Reviewed in the United States on February 3, 2023",
3531,Bonnie L. Fry,"Fit well, don’t roll up.",I use the gloves for fluid art. I can remove and reuse.,5.0,"Reviewed in the United States on February 5, 2023",
3532,mossyfur,They fit and work well.,These gloves fit well and are pretty durable.  I used them for hand stripping old wax from a floor.,5.0,"Reviewed in the United States on February 2, 2023",
3533,David S. ,As advertised,Quality glove for what it is. A bit thicker than other brands I've tried so they don't tear as easily.,5.0,"Reviewed in the United States on January 31, 2023",
3534,T Templeton ,Poor quality,I purchased these in a pack of two. Every other glove I put on has ripped in the process. I am caregiver for my mother who is bedridden. I consider these to be a waste of money.,5.0,"Reviewed in the United States on January 15, 2023",
3535,J.W.,Exactly what you'd think,"""rubber"" gloves. 'Nuff said.",5.0,"Reviewed in the United States on February 6, 2023",
3536,Cecelia B.,Gloves work for what I needed!,They work just fine!,5.0,"Reviewed in the United States on February 10, 2023",
3537,ROSANGEL CONTRERAS,excellent,excellent produc,5.0,"Reviewed in the United States on February 10, 2023",
3538,Amazon Customer,great for bathing my dog as he gets scrubbed,so far satisfactory,5.0,"Reviewed in the United States on February 8, 2023",
3539,Jackie LaPointe,Good fit.,Just the right thickness for housecleaning.,5.0,"Reviewed in the United States on February 5, 2023",
3540,Patricia Slavin,Products ordered were satisfactory,Personal use,4.0,"Reviewed in the United States on January 27, 2023",
3541,Amz User,Good value for money,Good quality gloves for non-medical chores.The extra texture around the finger tips helps to grip any small parts that I handle.,5.0,"Reviewed in the United States on January 22, 2023",
3542,tomcat,Great price,Great price.  Comes quickly too,5.0,"Reviewed in the United States on January 31, 2023",
3543,Betty Conley,Worth the money.,They fit really well had no problems with them.,5.0,"Reviewed in the United States on January 31, 2023",
3544,Tina,Great quality!,"Great quality! Comfortable, stretchy, durable and a great value.",5.0,"Reviewed in the United States on February 1, 2023",
3545,Lorena Majano,Es un excelente producto,El material suave no se rompe tan fácil,4.0,"Reviewed in the United States on January 20, 2023",
3546,Aga ,Great,Great,5.0,"Reviewed in the United States on February 6, 2023",
3547,CSTEVENSON!,Gloves? What can you say!,They cost too much,4.0,"Reviewed in the United States on January 21, 2023",
3548,Amazon Customer,Do the job,"Not for tough jobs but if you want gloves that keep your hands clean and are a good value, then these are great. I’ll be ordering more.",4.0,"Reviewed in the United States on January 1, 2023",
3549,scott sturgis,gloves,pruduct was delivered as advertised,4.0,"Reviewed in the United States on January 17, 2023",
3550,James Ward,easy for me to use,"Once you figure out which is for little finger and thumb, they do the job. Besides normal purposes, I use them to pick up dog litter.",5.0,"Reviewed in the United States on January 17, 2023",
3551,TAHK,Great nitrile gloves,My preference is SoftScrub nitrile. When those were unavailable I bought this Comfy brand. The box takes up more room but the gloves work great for my kitchen needs and the price is good. I was thankful they were available for my reorder.,5.0,"Reviewed in the United States on January 5, 2023",
3552,new jerusalemmissionary baptist church,Fits large hands well,Fits large hands well,5.0,"Reviewed in the United States on January 30, 2023",
3553,Roland,Excellent product,Highly recommended.,5.0,"Reviewed in the United States on February 3, 2023",
3554,Georgetta Paggett,Great value great price.,Gardening.,4.0,"Reviewed in the United States on January 16, 2023",
3555,Sue,Sturdy,Nice disposable gloves at a good price.,5.0,"Reviewed in the United States on January 30, 2023",
3556,Linda L. Stanley,Great gloves,"Great gloves for the price. They only last through one use but hey, there disposable.",5.0,"Reviewed in the United States on January 23, 2023",
3557,Gordon Briggs,Good price,Good price.  Fast delivery,4.0,"Reviewed in the United States on January 13, 2023",
3558,Brenda Phillips,Great gloves,Good thickness. Comfortable. Fast shipping.,5.0,"Reviewed in the United States on January 27, 2023",
3559,BikePope,Short wrist,Large fits like a standard large. Cuff is a little short for my liking. Thick enough they don’t feel as if the would tear.,4.0,"Reviewed in the United States on December 25, 2022",
3560,jim k. poole,Comfortable and just the right size,Use for hobby and health quite comfortable,5.0,"Reviewed in the United States 🇺🇸 on January 20, 2023",
3561,Bridget Backlin,Okay for the price. Just not very durable,The gloves are not very durable but price is cheap,5.0,"Reviewed in the United States 🇺🇸 on January 17, 2023",
3562,DONNA THURNES,Good product!,Giod product,5.0,"Reviewed in the United States 🇺🇸 on January 21, 2023",
3563,A. maxwell,They fit well and are easy to take off,I would recommend these disposable gloves.,5.0,"Reviewed in the United States 🇺🇸 on January 17, 2023",
3564,LBakes,Perfect for my needs,Arrived on time and perfect for my needs,4.0,"Reviewed in the United States 🇺🇸 on December 26, 2022",
3565,Amazon Customer,Perfect for spray tan use.,Perfect!,4.0,"Reviewed in the United States 🇺🇸 on December 27, 2022",
3566,BKB ,The fit was unexpectedly tight.,"The medium size was a bit tight compared to previous experience, however it doesn’t impact the performance of the glove. The gloves hold up well to moderately aggressive use. The price point is a good value.",4.0,"Reviewed in the United States 🇺🇸 on November 28, 2022",
3567,Denise DAmbra,Fit & comfort are good. Good price,A little thinner than I'm use to.,4.0,"Reviewed in the United States 🇺🇸 on December 22, 2022",
3568,Cori ,Handy for messy jobs,"These nitrile gloves are handy for tasks like painting, handling a raw chicken/turkey, etc.  I find myself reaching for them time and time again.  They are as durable as any other disposal gloves out there.",4.0,"Reviewed in the United States 🇺🇸 on November 27, 2022",
3569,TAG,Great product,Great price and product! Would highly recommend!,5.0,"Reviewed in the United States 🇺🇸 on January 14, 2023",
3570,Amazon Customer,Good gloves,Good gloves,4.0,"Reviewed in the United States 🇺🇸 on December 22, 2022",
3571,Brittany K.,I have already purchased more since this order,I have already purchased more since this order,5.0,"Reviewed in the United States 🇺🇸 on January 11, 2023",
3572,Nadine Parker,Easy to put on and fit well,I had COVID and used them for that,5.0,"Reviewed in the United States 🇺🇸 on January 9, 2023",
3573,barrett,excellent gloves,fit well and serve the purpose of cleaning up after cats and dogs,5.0,"Reviewed in the United States 🇺🇸 on January 5, 2023",
3574,Gene S.,"4mil thick gloves,  Medium size can also fit Large hand","These 4mil thick gloves stretch without breaking like inferior thin ""cheap"" gloves.But they are priced to provide a great value for the money.  I purchased the Medium size due to the requests (or demands :-) ) of the females in our household.  Per Comfy''s size guide, the Medium gloves can also fit many Large hands. So I purchased only Mediums and tried them on my Large hands. They did fit and covered the palm of my hand extending about an inch past the edge. This is okay for my use and saves additional money buying only one size. But if you are using liquids (cleaning, washing, mopping, etc.) you may want to buy the Large gloves also. That will extend more past the edge of your hand, lowering the possibility of getting liquids under the glove. Either way, the gloves are durable and comfortable to wear for extended periods of time.",5.0,"Reviewed in the United States 🇺🇸 on September 23, 2022",
3575,Michael Wiggins,Great glove with competitive price,Nitrile gloves work great. Competitive pricing compared to Walmart or other sellers online. Gives you everything you can expect from a glove.,5.0,"Reviewed in the United States 🇺🇸 on December 29, 2022",
3576,Jon Sutter,Work well,"Fit good, pretty comfortable",4.0,"Reviewed in the United States 🇺🇸 on December 15, 2022",
3577,Jean S,GREAT FOR THE COST!,"The media could not be loaded.
                



 The durability is great, I’ve bought them a few times already. They fit comfortably, great for cleaning around the house, and keeping the hands clean when planting indoors plants, and other messes!",5.0,"Reviewed in the United States 🇺🇸 on January 23, 2023",
3578,Sheree Evans,Gloves,About 10 gloves per box are split and unusable so I rate as a 4 star,4.0,"Reviewed in the United States 🇺🇸 on December 4, 2022",
3579,Scarlet OharaSusan,Great,Great product,5.0,"Reviewed in the United States 🇺🇸 on January 10, 2023",
3580,Richard L. Keeler,Perfect fit and strong!,Thanks Amazon. Can’t find these in the stores. I need the large. Stores have one size fits “most.”  Too small for me. I need large.,5.0,"Reviewed in the United States on December 23, 2022",
3581,JUDITH,These gloves are thinner than the ones I previously ordered.,These gloves were thinner than the ones I had previously purchased.,4.0,"Reviewed in the United States on December 8, 2022",
3582,Donna,Gloves for many uses,These gloves come in handy when working in the kitchen or outdoors. Easy on and easy off. Durable to handle many tasks.,5.0,"Reviewed in the United States on December 26, 2022",
3583,Chris,Nice gloves,I like these gloves since they have a nice stretch to them and are not too thick.  They are definitely nitrile.  The only reason I did not give them a 5 star rating is because the cuffs are a lot shorter than they appear in the photo and water gets into the glove quite easily.,4.0,"Reviewed in the United States on October 24, 2022",
3584,vidalia,Works for Healthcare,"When our family member had to hire private health aides, we had to provide appropriate accoutrements.  We tried various brands. This one worked the best for the workers.",5.0,"Reviewed in the United States on December 20, 2022",
3585,Amazon Customer,Get what you pay for,For some cheap gloves for around the house cleaning  these work just fine for me.,4.0,"Reviewed in the United States on November 27, 2022",
3586,Ale,They fit  very well!,I am using them to clean my  house and wash my dishes,5.0,"Reviewed in the United States on December 29, 2022",
3587,RacheL Pete,Durability.,I used the gloves for work.,5.0,"Reviewed in the United States on January 4, 2023",
3588,karenruth,Love these gloves,Love the fit and durability,5.0,"Reviewed in the United States on January 3, 2023",
3589,John Q. Publik,Very satisfying precious,Very easy to put on and take off. Used for personal care of elderly parent.,5.0,"Reviewed in the United States on December 28, 2022",
3590,Rick,Best price,they work great!!  no latex/powder,5.0,"Reviewed in the United States 🇺🇸 on January 1, 2023",
3591,audrey,They are great . Love them!,I use for cleaning and in kitchen to handle meat .,5.0,"Reviewed in the United States 🇺🇸 on December 26, 2022",
3592,Amazon Customer,They do not tear easily.,We have tried a few different brands of gloves and these work best for us as newbies to wearing gloves for wound care.,5.0,"Reviewed in the United States 🇺🇸 on December 19, 2022",
3593,Emily,They do not rip while on use. The stretch is perfect. I buy them all the time.,"Durability, I use one pair to perform various tasks. They are comfortable and very affordable",5.0,"Reviewed in the United States 🇺🇸 on December 22, 2022",
3594,VMac55,Great product!,Price.,4.0,"Reviewed in the United States 🇺🇸 on December 1, 2022",
3595,Debra Jackson,Fit!👍🏼,The fit (small) is perfect!,5.0,"Reviewed in the United States 🇺🇸 on December 28, 2022",
3596,Trish,Multi-purpose gloves,Great buy for the money.  They are powderfree and I use them for baking.,5.0,"Reviewed in the United States 🇺🇸 on December 21, 2022",
3597,Elwood Belzer,Gloves,Thye do the job they were purchased for.,5.0,"Reviewed in the United States 🇺🇸 on December 26, 2022",
3598,Terry T.,They fit well.,They fit well,5.0,"Reviewed in the United States 🇺🇸 on December 29, 2022",
3599,Roy Rucks jr ,Duality,Work for what I needed them for.,4.0,"Reviewed in the United States 🇺🇸 on November 13, 2022",
3600,Wanda Clarke,Great buy,Worth the money,5.0,"Reviewed in the United States on December 26, 2022",
3601,Sandra K Howlett,Very easy to put on,Used the gloves to clean husband's wound after leg surgery,5.0,"Reviewed in the United States on December 22, 2022",
3602,Alejandra sedano,Bien,Bien,5.0,"Reviewed in the United States on December 27, 2022",
3603,MsweetM,Great price but….,"I buy gloves often but they have become so expensive and that’s why I thought these would be perfect.  I ordered two packs to have extra when needed, price is great but the gloves are extremely easy to rip because they aren’t made out of a thicker material or they don’t have a thicker coating.  I probably will buy something different next time but its good to have an option as backup.",3.0,"Reviewed in the United States on January 12, 2023",
3604,DONNA DENISE MACMILLAN,Disposable,Good,5.0,"Reviewed in the United States on December 26, 2022",
3605,R. Ching,only 3mm thickness,"False advertisement.  These gloves only has 3mm thickness, which is thin and easily torn.",3.0,"Reviewed in the United States on February 16, 2023",
3606,Nancy Ulizio,Keeps hand dry,I use them for cleaning - they work well,4.0,"Reviewed in the United States on November 1, 2022",
3607,Sdfjldlll,Value gloves,"The price of these was really good compared with some others. They go on and pull off well without tearing. They are fairly thin, so not meant for heavy duty work, but they are good for light cleaning and pouring resin.",4.0,"Reviewed in the United States on September 22, 2022",
3608,Amazon Customer,Good,I use these gloves to wipe my paralyzed husband's behind.,5.0,"Reviewed in the United States on December 19, 2022",
3609,Norman R McConnell,These are excellent!,"I use these all the time now in the kitchen, especially when working with meats. Mixing meatloaf and meatballs is so much better when wearing them - clean hands and nothing stuck under my fingernails. Handling fish and chicken is no longer a worry about picking up contaminates, and cleanup is much easier too. I like both the snug fit and their flexibility, and the cost is very affordable. I'm on my 3rd box and plan to keep using them.",5.0,"Reviewed in the United States on October 14, 2022",
3610,lv2wlk,Great deal and excellent fit!,These are very good quality gloves and I'm really glad I went with the medium size. I have very small hands but thankfully I read the reviews and decided it was best to order a medium. Great fit!,5.0,"Reviewed in the United States 🇺🇸 on November 21, 2022",
3611,Kindle Customer,Awesome,"These gloves are great. They are very sturdy and they fit like a ""glove"" 🤣",5.0,"Reviewed in the United States 🇺🇸 on December 12, 2022",
3612,Amazon Customer,Nitrile gloves,Need for work,5.0,"Reviewed in the United States 🇺🇸 on December 20, 2022",
3613,James OConnell,Good Product,We needed different sizes. This did the trick.,5.0,"Reviewed in the United States 🇺🇸 on December 15, 2022",
3614,Marylou Calderon Jimenez,Too light,These are a little too light for what I use them for. I need them to be stronger.,4.0,"Reviewed in the United States 🇺🇸 on October 8, 2022",
3615,B.,Pretty good,"Good gloves and a great value too, they aren't too thin or thick.",4.0,"Reviewed in the United States 🇺🇸 on October 6, 2022",
