,Name,Title,Body,Stars,Time,Vine Voice
159,Candice Tolbert,Very Sharp,"I love these knives, for the price you can't go wrong##",5.0,"Reviewed in the United States 🇺🇸 on April 29, 2022",
160,Jerret,Mediocre Knife Set,"Well, let’s start with this. The base does have saw dust when it arrives so please be sure to clean it before putting your knives through it. Also, some of the knives had finger print marks on the blade and has bad machining around the base of the blade where the handle meets. They don’t feel cheap, but also not premium. Definitely mediocre. For the price? Hopefully they will hold up for a year till I find a better set. But for the price, they will get you by as of now. Possibly better options for the price point? Either way, I’ll give it a go and update my review in a few months. Only giving it 3 stars bc the poor machining, finger prints on some of the blades, dusty wood block, and lack of being clean when arrived (meaning the prints look like from machine oil if that makes sense). Looks like they don’t use gloves at the facility they assemble or package them.##",3.0,"Reviewed in the United States 🇺🇸 on May 6, 2020",
161,K. James,Rusted after a few months . . .,"I was really happy with these until they started rusting a few months after I had them.Also, they have a weird design flaw - almost every time that I put the knives down, they wind up landing blade side up. The first time, I thought - oh that's weird, I could cut myself the way that thing landed - but it KEEPS happening. I haven't cut myself yet, but they seem to default to resting blade side up. Anyone else having this issue?##",2.0,"Reviewed in the United States 🇺🇸 on June 30, 2022",
162,tchinda fabrice mbuna,"Good Product, but not all knives needed.","Great product, but too many bread knives are not needed. The entire set contains three to four bread knives. Is one or two bread knives not supposed to be enough?##",5.0,"Reviewed in the United States 🇺🇸 on February 1, 2022",
163,Stephen A. Geosits,Great knives for the price,"Was definitely worried about what I would get for the price, knives arrive very sharp, well made, they definitely appear to be forged, I do not see a weld line for the bolster. The tang in the handles run a little high for my taste, 15 minutes with a Dremel fixed that. Overall, very well made knives for the price, well done Uighur slaves!##",5.0,"Reviewed in the United States 🇺🇸 on June 17, 2021",
164,Triple A Aardvark,Great Value; Very Sharp,"This is a very solid set of knives for the money. They came very sharp, and are a substantive steel that will hold an edge for years to come. Note: the steak knives are serrated. I've had a $400 set of Henkels in the past, and these are about 70% as good. Excellent value for everyday use.##",4.0,"Reviewed in the United States 🇺🇸 on December 3, 2020",
165,Ramsha Sohail,scissor is not good quality,"The knives  work great but the scissor stopped working after a month. it got so hard to open and close it that we decided to oil it. thank God it worked, otherwise I would have had to buy a new scissor##",4.0,"Reviewed in the United States on April 21, 2021",
166,Cat Mommy,Was a gift,She has had no complaints!##,5.0,"Reviewed in the United States on May 12, 2022",
167,Brandi,Poor quality but about what you’d expect for the price,"I ordered this set twice. The first set had defects in the bamboo knife holder. I decided to try again because the set had good reviews. The quality of the knives is poor but for the price, I expected they wouldn’t be great. Some of the knives cut decently at first but after having this set for less than 2 months, they are hard to use and tear through food. The steak knives are the worst and hardly cut meat.I would not recommending gifting this to anyone you like.##",2.0,"Reviewed in the United States on June 12, 2022",
168,Elkabong75,Makes a great spare set of knives,"This is a great set for the price and a lot heftier than what I was expecting. Sharpness is a little all over the place, but I usually sharpen my on knives on a whet stone before using so this wasn't a big issue (BTW, I've also bought some rather expensive knives that weren't terribly sharp either when purchased). The steel isn't as good as high end japanese or german forged knives, but let's face it, they're also a fraction of the price of those pro knives. They make a really nice spare set once you spend some time to tune them up. Just be prepared to sharpen before using and utilize the blade steel before each use to keep the edge honed and I'm pretty sure you'll be impressed.##",4.0,"Reviewed in the United States on April 18, 2018",
169,itsanjthing,Great Knife Set for the Price!,"These are a great set of knives for the price!  They are most likely not the best set you can buy on the market as they are MADE IN CHINA as illustrated on the box, and while some of the world's best kitchen knives come out of Solingen,Germany for the average home chef, these AmazonBasics will do the job more then fine. Comparable to what is in the market, for the price they can't be beat! They all have a good weight, balance and feel in your hand.  So far initially they are very sharp and have all the good traits of a higher quality knife-full tang (metal goes all the way to the end of handle), three solid rivets, and the fact that where the handle meets the blade there is a thick chunk of steel so that food and bacteria can't get stuck in between.  Only time will tell how they hold up to everyday household use, (Not recommended for Dishwasher use as the detergents used are abrasive and can dull even the best of knives HAND WASH ONLY).##",5.0,"Reviewed in the United States on June 13, 2015",
170,TC,"Great weight and balance, but not the best steel.","Sure, for the price, it's good, but you can probably do better finding something at Ross, or Marshalls. My old Sabbatier knife set was around the same price, with steak knives from Ross and lasted me years. Much thicker steel. This is similar in feel and weighting, and that is all good, and it has a nice professional feel, but the steel of the blade is just not that great. The blades are thin enough to bend easily (if you are purposely trying to) and they don't hold an edge great, but most steel doesn't.That being said, it's a decent price and a decent knife set. I'd get it again if I couldn't get a steal at one of the discount stores.##",4.0,"Reviewed in the United States on December 2, 2018",
171,A. Ioseliani,Cheap quality of steel,"While otherwise serviceable, the steel rusts very quickly. Not acceptable##",2.0,"Reviewed in the United States on December 16, 2022",
172,Rj,Will they last longterm?,So far I’m fairly impressed. It will interesting to see what happens after a few months.  The knifes are sharp now and good quality. But I can tell tell they probably won’t stay sharp very long despite the sharper rod. They dull quickly after a lot of use.  I hope they last. I may have to wait a few months and then come back to update the review.##,4.0,"Reviewed in the United States on May 28, 2020",
173,Eat a Burrito,Five star knife set!!!,"I was shopping for a new knife set and bought this one over Wusthof based on the reviews, and am very glad I read them! I already own a Wusthof chef's knife that I bought years ago at Williams Sonoma for over $90, and the thing is only good for making salad. As I learned from reviews on Amazon, I have bought a Wusthof made in China, not in Germany, which is apparently very inferior to the German made line.This entire set, Is well made, excellent weight, nice handles, nice block, and are so sharp I feel like I've never chopped with a knife before this. To top it off, I paid far less for this entire set than I paid for the one knock-off Wusthof.  I love them and cannot recommend them highly enough!! Fantastic!!!!##",5.0,"Reviewed in the United States on January 3, 2019",
174,Ram,Seem pretty cheap.,Seem pretty cheap.##,3.0,"Reviewed in the United States on June 6, 2022",
175,chococross,Quality knives at a reasonable cost,I needed to replace my kitchen knives and did quite a bit of research.  I looked at knives costing up to $200 and kept coming back to these.  I am very happy with the quality and feel of these knives which came at a fraction of the cost of the name brand knives.  I was also happy that this set came with steak knives.  So far very happy with these knives.##,5.0,"Reviewed in the United States 🇺🇸 on November 5, 2020",
176,R. S. Britton,Sharpens easily but does not hold an edge long. Paring knife snapped after 16 months.,"So, overall, this set has a variety of useful knives and a really big rubberwood holder. The knives felt weighted differently than I was used to and I had to adjust to handling them, especially the two largest knives, when chopping. Slicing is easy with any knife except the bread knife. These knives sharpen easily to a good edge but they dull pretty quickly, in my experience. Lastly, the paring knife snapped at the shank when I was using it to insert garlic cloves into a roast after sixteen months since purchase. Replacement window closed four months ago so I am out a paring until I buy a new one myself.Would I recommend? Sure, for the price, with caveats listed.Edit: By the way, I am still using these knives, daily, two years on. They hold an edge, cut nicely, and have a nice range of uses. The slicing knife is particularly good for slicing a block of cheese thinly as well as meat. And yes, I did buy a paring knife.##",3.0,"Reviewed in the United States 🇺🇸 on August 31, 2019",
177,Blanca Estella Garcia,Knifes delivered to serve with perfection,I love the knife set. Delivered with suitable packaging and does what was told on the video. Highly recommend.##,5.0,"Reviewed in the United States 🇺🇸 on February 8, 2022",
178,Bonnie Sturgeon,Exactly what I wanted,My cousin picked these out. I asked her yesterday what she thinks about them for this review. I quote her.They are really nice for the money. I love how sturdy the handles are. You can tell they are not high end but they will work perfectly for what I wanted them to do. I am very pleased.##,5.0,"Reviewed in the United States 🇺🇸 on April 9, 2021",
179,Guy Parent,Do not buy! There's a reason why they cost so little,"They look good out of the box. I began to remove the knives out of the paper sleeves to put in the block. To test the strength and durability of the blade, I give it a little bend with my hand. I only made it to the second knife and it bent at the hilt with a cracking noise. Needless to say, I stopped unpacking and began the return process##",5.0,"Reviewed in the United States 🇺🇸 on December 14, 2020",
180,Godfather,The feel like heavy metal and not some flimsy thin types i ...,"A very high quality knife at a bargain price.  The feel like heavy metal and not some flimsy thin types i have purchased from name brands before.  The set we bought just 7 months ago is holding up very well. NO RUST.  No sign of wear.  I have purchased at least 1-2 other name brand sets on amazon over the last 10+ years and the last set did not hold up well.  Very happy with this set. My kids love the robust steak/meat knives and use it all the time.  One minor wish is the steak knives have a shorter cutting length...which i have seen at fancy steak resturants.  Still works great, but wish the cutting had about 1-2 centimeters more length of the cutting blade.##",5.0,"Reviewed in the United States 🇺🇸 on June 27, 2018",
181,Jay Coventry,Beautiful to look at,"They are just knives and a pair of scissors, but wow do they do the job!I should have bought them a long time ago.You will not be disappointed!##",5.0,"Reviewed in the United States 🇺🇸 on December 8, 2021",
182,HannahBFair,"Very Sharp, As It Should Be","I'm honestly really impressed with these! A friend told me my knives were dull and I needed to treat myself to some Valentine's knives... didn't know that was a thing, but when the occasion calls! I actually cut my finger when I rather dramatically pulled a knife out of the cardboard covering, it cut through the cardboard, so they are sharp! It's been almost three months and for the nice solid knife block and rather large assortment, I have a knife for every need and they work quite well! Please be careful!##",5.0,"Reviewed in the United States 🇺🇸 on May 2, 2020",
183,Bayrely,I love it how they look and they cut pretty good,Knife are really sharp##,5.0,"Reviewed in the United States 🇺🇸 on April 25, 2022",
184,Diane23,Great knives at a great price.,"This set is terrific for the price, the heft on all the knives is excellent, the block came in excellent shape, no scratches, chips or gouges.  Also the knives arrive razor sharp.  I have used them a few times since ordering and they will be the go to replacing my mix and match knives.##",5.0,"Reviewed in the United States 🇺🇸 on April 28, 2021",
185,customer,"Quality Control is lacking. However, worth the price.",Just umboxed the knife set. Found that one of the 4 small plastic feet was missing. So the block will not stand up level. Definitely a lack of Quality Control. Unfortunately I am in need of the set immediately and don't have time for an exchange. I will just remove the other three feet so it will be level.Knife quality : seems to be be really good at this price point. All knives seem sturdy and have a nice weight to them.##,4.0,"Reviewed in the United States on October 12, 2019",
186,Bill Scott,Don't look anywhere else!,If you're debating purchasing these DO IT!  I was hesitant as I am one that will typically splurge on knives.  These are HIGH QUALITY and worth every penny.  They are just as good of quality as high end expensive knives.  Amazon didn't fail me on this purchase!##,5.0,"Reviewed in the United States on June 25, 2021",
187,James Scott S.,kitchen knife set for my parents - they love it and I do too,"My parents had a 20-30yr old plastic cheap K-mart set of knives that were horrific to cut anything with.  I purchased this for them as my mom loves cooking and my dad and I like eating ... our pork tenderloins, chicken and steaks are easily cut and my mom has her way with fruits and vegetables.This set makes the job of cooking preparation and eating easier.I'd buy it again if need be, but I expect this set to last the rest of their lives.##",5.0,"Reviewed in the United States on May 14, 2020",
188,Mike Allred,"Good for the price, medium weight","Not the sturdiest, not the sharpest, but a decent set. My block split after a few weeks in the dry Colorado climate, but is still usable. The knives are decent for the price, certainly great for a budget or starter apartment set. I don't prefer serrated steak knives, and these have them which do tear through just about anything, but that is a personal preference (I just don't like the saw-effect you get with serration).##",4.0,"Reviewed in the United States on October 15, 2019",
189,Scottie P.,Not sharp out of the box,"Right out of the box, this set looks good and seems made of quality materials. The Chef's knife, the most important to me, was solid with good weight and looked of very simular construction and weight as my 30 year old Henkle. The only problem I experienced was that all the knives were surprisingly dull! I had to spend a lot of time with each knife on my sharpener just to give them what felt like an initial edge. This set is for a short term rental and will likely not see a lot of use, so for the price, it is a good fit but you may want to pass this up if you are sharpening challenged don't want to spend an hour giving them an workable edge.##",3.0,"Reviewed in the United States on August 20, 2020",
190,D. Spence,"Unbeatable value, excellent quality!","Bought this set to replace an old cheap set that we’ve had for several years and couldn’t be happier. Quality is way beyond what we expected, arguably better than another set we considered that was 3x as expensive. These knives are very solid, have a nice feel in your hand and are well balanced. Blades are as sharp as you’d want and the set arrived in less than 24 hrs in flawless condition. At this price, you can’t go wrong with this set. I would be proud to give these as a gift too. Would be a great starter set for a new couple or anyone moving out on their own for the first time.##",5.0,"Reviewed in the United States on August 24, 2019",
191,K. Benson,Good knife set,"I was sooo scared to buy some Amazon Basics knives! Sadly I was being a little superficial, I didn't want my block to have the words ""amazon basics"" burnt into it. Luckily that's on that front or the side that will be facing the wall.I was impressed with the knives. They're a comfortable weight that's well balanced in your hands. Nice sharp edge and the knife sharpener is basic, but if you know how to use it correctly it'll get the job done.The only thing I don't like is that the steak knives aren't smooth edges. So they don't cut smoothly, kind of rips the meat apart. Other than that it's a good set.##",4.0,"Reviewed in the United States on May 10, 2017",
192,ljiljana bozickovic,These are awesome!!,"UPDATE: So I originally left 4 stars because there was rust on 1 of the knives after a month. I have now had these knives for 2 years and no other knives have gotten rusty or dull. They are still very close to looking brand new and I use them every single day. I would definitely recommend these and buy again. Great value and qualityORIGINAL POST: These are awesome, they are heavy enough, really sharp, and there are plenty of knives. I love their size, look, and feel. The reason Im not leaving 5 stars is because I noticed rust on one of the knives already and it hasn't even been a month since I bought them which is concerning and I hope they last longer than I expect now. I dont leave them in sitting water and I wash and dry them right away.##",5.0,"Reviewed in the United States on September 8, 2016",
193,Jabir,Good value for money,These are very good and sharp knives. Good value for the money.##,5.0,"Reviewed in the United States on February 21, 2022",
194,C Toth,Good quality for the price.,"I normally use well known expensive knives and I appreciate good quality since I cook a lot. I decided to get this cheaper set for a vacation home and I have to say I am very impressed I love that the handles are large and have a great grip. They arrived fairly well sharpened but we used the ""Work Sharp"" electric sharpener on them (which is the best on the market) and gave them a nice sharp edge. Now they perform like the expensive Wusthof and Henckels that I normally use. Yep... these are a great deal... I might even get another set. I would also highly suggest the electric Work Sharp knife sharpener - it is about $60, takes about 2-3 mins per knife, easy to use, and your knives can cut paper when you are done.##",5.0,"Reviewed in the United States on August 10, 2017",
195,Samantha Hayes,I've bought this knife set five times,"I got this when I first moved into my own apartment.  My boyfriend's mother was so envious of them, we bought a set for her.  On an extended work trip staying somewhere out of state that somehow didn't have a knife block (?!) I purchased it again.  The original knife set I purchased back in 2015 is still perfect.  The blades are still sharp and easy to sharpen.  I will say we use a different steel to sharpen then what it came with, but I'm amazed that such a cheap product has lasted so long and worked so well!##",5.0,"Reviewed in the United States 🇺🇸 on November 20, 2019",
196,Lil e,Excellent Knife Set at any cost (but the $42 open box price sealed it).,"My old knife set was from 20+ years ago and they weren't that great to start with (and since they were cheap, they couldn't be sharpened).  This is my 2nd set of Amazon Basic's knife set and I would recommend them to anyone/everyone that will listen.  I see several knife sets for $300, $600, $1,000 or even $1,500 from other stores/brands and I really couldn't tell you the difference.  (And with the affordable price of Amazon Basic's knife set, I can use all that money I saved to outfit the rest of the kitchen).##",5.0,"Reviewed in the United States 🇺🇸 on January 26, 2020",
197,Gfeaster,totally worth every penny,can’t believe they sell these things so cheap they are worth 3 times the amount they sell for great quality well built all my knives are sharp would recommend to anyone##,5.0,"Reviewed in the United States 🇺🇸 on November 28, 2021",
198,Amazon Customer,Good gift,"Brought as a gift for someone, no complaints.##",4.0,"Reviewed in the United States 🇺🇸 on August 31, 2021",
199,Jazzmyn Hicks,Great knife,These knives are sharp and never dull. I made a rib roast for Christmas and the knife sliced it so even and nicely.##,5.0,"Reviewed in the United States 🇺🇸 on December 27, 2021",VINE VOICE
200,Squeebin,... while now and I have to admit I am pleased with it,"I have had this knife set for a little while now and I have to admit I am pleased with it.  I have a comparable set of Wusthof knives and of course these are not at that level, but they are also a fraction of the price.  They have a nice feel in your hand and a good balance and weight to them.  They were reasonably sharp out of the box.  However the quality of the sharpening was ok for the price point.  Because the edge was finely ground to its sharpness with no additional honing I knew they would probably fall off their edge quickly.  They are still reasonably sharp but the edge does need to be properly sharpened.  Over all I nice product for the price, and if you want to make these knives really great spend some time properly sharpening them.##",5.0,"Reviewed in the United States 🇺🇸 on January 19, 2016",
201,Jennifer,Nice and heavy!,"Really impressed with these. They are sturdy, heavy and chop/slice SO well!  I have not been putting them in the dishwasher, but washing and drying them as soon as I use them. Time will tell if they hold up well, but I expect they will.##",5.0,"Reviewed in the United States 🇺🇸 on July 7, 2021",
202,AY,"Sturdy, high-quality knives at a great price!","I am not a big cook, so I know when I moved into my first apartment, I just needed a simple knife set. I've had this set for over 9 months, and its just as good as when I originally received it! I was worried about rust spots based on some of the poor reviews, but I hand wash these after using and have had zero issues with any sort of rusting or discoloring. All of the knives are sharp and the steak knives are serrated, which was a must for me. Great, quality knife set - I would 100% recommend!##",5.0,"Reviewed in the United States 🇺🇸 on December 2, 2019",
203,dane,Pretty Adequate,"We bought these to replace some Ginsu knives we bought back in 2008 (updated version: Ginsu 05253 Koden Series). These knives are still going strong, but (as I recall) at the time I put them in the ""cart"", this AmazonBasics knife set was selling for less than $20. Why the heck not try them out? By the time, we got around to ordering them they were some $25.These knives are between 3 and 4 stars. They're decent knives, sharp. Good scissors. They're a good first set or something to put in a second home/cabin/cottage.My problem is that they have no weight. They feel like toy knives, but perhaps that's a plus for some.##",4.0,"Reviewed in the United States 🇺🇸 on July 9, 2016",
204,Bad Mackrel,These feel like the real deal!,"I admit i have had cheap knives all my life, i do not know much about kitchen knives. i thought it was time to step and get some good ones. I was expecting to pay $150 for a set, but i came across these. They had stellar reviews and a fantastic price. So i figured, what the heck. I bought them. I really like them. Again, i am not a knife expert, but they feel like the real deal. they have a bit of weight to them. They are very sharp. I trimmed a brisket with them yesterday and it was like slicing thru warm butter. The block is just a plain block. the knives look great, a friend saw them and he thought they were Henckels. I am very happy so far.##",5.0,"Reviewed in the United States 🇺🇸 on May 15, 2018",
205,Mike-Casey,Brand name quality at a Walmart price,"Read the reviews on this as we were looking for a new set of knives, the ones we had were more than 7 years old. Compared these to some of the more expensive brand name knives. Most of the reviews I read on these were positive and said they compare to the higher priced brand new knife sets and I have to agree. Right out of the box they were extremely sharp, that took a little getting used to. They feel very solid and my impression is that they will last for years. We have been using them for about 3 months now and they are as good as the day we took them out of the box. In comparison to some of the cheaper brands from walmart and such for an extra 30 bucks or so you can get this set that easily compares to some fo the 300-400 dollar sets.##",5.0,"Reviewed in the United States on October 5, 2015",
206,HappyGoLucky,Worth the money,The price range of knife sets is crazy. This knife set is definitively on the affordable end. It is not a big deal to replace them if I don't like them or they fall apart. But so far I don't have any issues after more than one year of use. Would recommend.##,5.0,"Reviewed in the United States on May 11, 2021",
207,MonaLisaSmile82,"Great product, Great Price",I was looking for something affordable but practice. This came in clutch! Scissors are sharp and love the knife options.##,5.0,"Reviewed in the United States on January 5, 2022",
208,Roxanne ,Excellent value for the price,"This is an excellent value for the price. The knives are super sharp. I have put them in the dishwasher a few times and they did very well. I try to handwash when possibles, but other family members may not be so diligent. I bought these for a vacation home, so we are not there everyday. I think for the price, it will be just fine to use a few times a month. I would buy again!##",5.0,"Reviewed in the United States on July 7, 2020",
209,Thomas J Conboy,"Good knives, poor knife holder.",Only complaint is with the butcher block holder. One of the slots for a steak knife wasn't properly milled; the knife would not go in the slot because it was blocked by wood that should've been cleared.##,4.0,"Reviewed in the United States on November 20, 2020",
210,Bruno,Does not fit under kitchen cabinets,"Nice quality knife set, very sharp. Unfortunately the angle is too vertical so it did not fit under my kitchen cabinets.##",4.0,"Reviewed in the United States on May 29, 2021",
211,C. Konfrst,Great Value,"Based on the reviews I was expecting something that was slightly nicer, but these knives are perfectly fine.  You get what you pay for. But they work, they’re sharp, and they do the job.##",4.0,"Reviewed in the United States on November 10, 2020",
212,John,Very nice knife set,"I am surprised by the weight, if you care for these as instructed they will last a lifetime. One small thing the tip on the paring knife is not perfect, I am a bit of a snob when it comes to cooking utensils so really no big deal I just use the tip on my paring a lot.##",5.0,"Reviewed in the United States on January 7, 2021",
213,Andrew_The_First,Great and very solid set of knives,I got these for my 11-year-old because he absolutely loves to cook.  He was delighted to have his own set of knives.  We put the steak knives away and got him a knife roll for the rest of them.  I expect they're going to last him for years--they are nice and heavy and keep an edge well.  I'd stack them up against my Henckels set any day.##,5.0,"Reviewed in the United States on July 29, 2020",
214,getitdone3,Get them they're excellent!,"Very pleasantly surprised. This knife set is as good as any of the high priced sets I looked at retail stores.  However I believe these look, feel, and operate like a professional set.  I would definitely buy again but won't have to because these are so well made.##",5.0,"Reviewed in the United States on April 6, 2021",
215,LA.2.NYC,Value Knife Block,"This is the good value knife block to create a quick set of tools for your kitchen. The knives are all sharp and work well, though they do feel a little light in the handles, but at this price point, it's hard to complain. Obviously, any stamped steel knives like this won't have the same feel and performance as forged steel, but the real ""edge"" here is the price.Update: I read others' reviews about the knives rusting, so I made sure to hand wash mine promptly and put in a rack to dry. Well, sure enough, one of the steak knives has already started rusting, not even one month after purchasing the set, and after just one use and wash.Update 2: More of the steak knives have shown rusting, and the scissors broke when I was using them (thankfully, Amazon promptly replaced them). I've been generally happy with AmazonBasics products, but the quality here is just not great.##",2.0,"Reviewed in the United States 🇺🇸 on October 3, 2019",
216,Nick S,Nice set for the money!,"I wanted to buy a new set kitchen knives, But cannot justify spending a lot of money on an expensive set.  This set is very decently priced, and the knives feel very sturdy, and well balanced. I am very pleased.##",5.0,"Reviewed in the United States 🇺🇸 on June 27, 2021",
217,Julia,These are so much better than I expected!,"I ordered these because they were cheap and had mostly decent reviews, but I was not expecting anything special. But, these are so amazing for the price! They're not thin or flimsy, as one review noted, and they're already sharp, but even come with a working sharpening rod. The set has everything I could need, and for $25, they're so much better than I ever thought my first set of knives would be. I was pleasantly surprised when I opened the heavy box.Update: I have had these knives for over a year and they are still holding up incredibly well. The paring knife got slightly rusty because it got put back into the knife block when it was still wet, but I was able to get the rust off with a baking soda mixture (pinterest). I still love this purchase.##",5.0,"Reviewed in the United States 🇺🇸 on July 22, 2015",
218,jiherdy,I have now been using them for over 2 months and I am so happy we ordered this set,"I was a little skeptical at first since the price is well below that of high quality knife sets and they are also much lighter. I have now been using them for over 2 months and I am so happy we ordered this set. I used to have cheap and thin knives that felt like they would break when we would cut through tough things like steak. These knives make cutting and slicing anything a breeze and I now actually love that they're so light. I don't make much bread so I can't say much about the bread knife, but I'm sure it's as amazing as the other ones. I especially love that it comes with a sharpener that is stored with the rest of the knives, and the whole thing does not take up much space. I regret not getting it sooner.##",5.0,"Reviewed in the United States 🇺🇸 on June 28, 2015",
219,Hicks,Love this,Was not sure how this was going to  enhance my my kitchen. Now wondering how I did without it. A must have for any kitchen.##,5.0,"Reviewed in the United States 🇺🇸 on November 8, 2021",
220,varan haghshenas,Surprisingly high sharp and high quality.,It's made very well and they are sharp. You also get way more knives for the money than anything else I've seen on Amazon. Overall I'm very happy with the purchase. I do wish they had more color selections in the wood blocks.##,5.0,"Reviewed in the United States 🇺🇸 on May 30, 2021",
221,Perry Rotzell,A basic knife set with plenty of useful variety,"Never owned a kitchen knife set before! This set comes with very sharp knives that include: 5 serrated steak knives, a paring knife, 2 different butcher knives, a bread knife, a sharpener, a pair of scissors and a nice wood block to store them all in. Very convenient, attractive and has a relatively small footprint. for $25 it can't be beaten! Highly recommended.##",5.0,"Reviewed in the United States 🇺🇸 on October 3, 2020",
222,G. Rubin,Great Knife Set For The Non-Pro!,"From a price standpoint, this is a no-brainer. I have been looking at knife sets for 2 years & every time I saw a nice one in the $100-$200 price range, I would read a few negative reviews to give me pause. Then I saw this set.....super low price & very good reviews. I figured it was worth the risk. It's not a high-end set forged in the fires of Mordor but for the price, it is as good as any lower end Henckels or competing sets you see in stores. The knives are crazy sharp. I've nicked myself a few times being a little careless. Can't speak to longevity & life all knives....it demands handwashing. But I absolutely love them. Even if I need to replace them in a few years, for the cost, I wouldn't care.##",5.0,"Reviewed in the United States 🇺🇸 on December 14, 2015",
223,JennerG,"The steak knives are terrible, BUT the other knives are great","This knife set looks nice, sturdy and all of the knives and the scissors are great.  The steak knives are horrible.  They can't even cut meat. If the steak knives worked, I'd give this a five star.##",3.0,"Reviewed in the United States 🇺🇸 on November 7, 2021",
224,kyle dekany,Good value,"The block was poorly made and there were chips in it, but the knifes are of good quality and worth the money##",4.0,"Reviewed in the United States 🇺🇸 on March 11, 2021",
225,William Ulmer,Full set of great knives (But: expect low quality wood block),"This is a truly full set of excellent knives at an incredibly low price. For the steak knives alone this set would be worth it; I'm glad to have a carving knife as well. The only single flaw in the product is a low quality wood block, which I anticipated based on several other reviews here. On my block some slots in the steak knife tier were too narrowly cut to fit the blades and needed to be routed out with a Dremel. Despite that one issue, I'm still rating this set as five stars because the knives are well balanced, very sharp, and this set has every shape and size I want at the ready in my kitchen.##",5.0,"Reviewed in the United States on July 15, 2016",
226,Sarah,Great Buy,Great buy... Great value for your money.##,4.0,"Reviewed in the United States on June 4, 2021",
227,Cmalino86,So far..amazing!!  Poor carrot...,So far so good!!  The knives were delicately packed and arrived in pristine condition.  Each knife was individually wrapped and had a plastic tip protector on them!  The knives have a good heft to them but are also surprisingly light.  It was nice to also see that the knife block only had a label on the back.  I was so excited to get these knives I grabbed a carrot from the fridge and went to town and holy moly ...needless to say no more carrot.  There was little to no resistance when blade met poor defenseless carrot.  Very excited to see where these knives take my culinary pursuits!!##,5.0,"Reviewed in the United States on January 2, 2017",
228,Philip A.,Great set of knives for the price,"I am very pleased with this knife set and for the price is an outstanding purchase. They are not as nice as my Henckels but not to far off.  So far they hold a good edge and were packaged nicely with no damage to any of the knives.  It is a very complete set with several knife choices and scissors.  The steak knives are also very nice and very sharp.  I really like the weight and style of these knives - they are same weight, blade thickness and style as my Henckels. I would definitely recommend.##",5.0,"Reviewed in the United States on July 18, 2018",
229,b,"Knives that hold an edge, Block that needs more of an angle","Really great quality nice for the price. I've had it 3 months and it has kept a sharp edge much longer than I expected. Minus one star because the block angle is too vertical. If the block is placed under standard height cabinets, you won't be able to pull out the longer knives. We have to move the block out from under the cabinets to get the knives out. Suggestion to Amazon... angle the block a bit more. (I might shave off the bottom a bit to angle it more.)##",4.0,"Reviewed in the United States on December 22, 2016",
230,crownjules,"They're knives, not great quality",I've had these knives a little over 1.5 years now.  I cook at home and use these for meal prep 3-4 times a week on average.They're knives so there's not much to them.  They're very lightweight and I prefer a heftier feel especially on the larger knives.  They're made in China using cheap Chinese steel so the quality is subpar.  This shows up in the fact that the blades dull much quicker then a quality knife set would.  So if you're buying a knife set for regular use then go with a name brand that's known for quality.  Unless you don't mind the fact that you will need to sharpen the knives more often.  If you're an infrequent cook then you could get by using these.##,3.0,"Reviewed in the United States on August 6, 2019",
231,Stephen Gunter,Affordable quality.,"Knives appear to be very sharp, decent quality for the price.##",4.0,"Reviewed in the United States on April 16, 2021",
232,Holly Gilster,Measure carefully,"These knives are great,  the only thing I should have thought of is the height because they don’t fit comfortably under my kitchen cabinets. I have to pull the block out to pull out the knives.##",4.0,"Reviewed in the United States on May 12, 2020",
233,William Rickard,Best value for a knife set,"I’ve been spending months looking for a quality knife set for my apartment. I didn’t need anything over the top just a basic array of utensils. All other knife sets of this price will have straight blade steak knives. For as little of a detail as that is, it’s hard to find a knife set like this for less than $70. All knives are extremely sharp well built. The block is perfect. It’s worth note that the 8” bread knife is not pictured in the set but is definitely included.##",5.0,"Reviewed in the United States on July 29, 2019",
234,ashley,great quality for the price,"The media could not be loaded.
                



 I was suspicious of these knives, but they are nice a heavy, good balance.  They just FEEL high quality.  Hand wash only and they stay nice and sharp....I have cut through bones and other hard stuff and they maintain very well..ONLY CON---shears are kind of cheap feeling##",5.0,"Reviewed in the United States on June 21, 2020",
235,Scrimshaw,Couldn't be happier.,"So far, very pleased. After reading the reviews I purchased this set bearing in mind what those who weren't so happy wrote in their reviews. I inspected everything when the set arrived and none of the knives were bent, serrations looked good and the block was in great shape. Granted, I'll only use these on occasion so someone who cooks and cuts frequently may want to research further. But for our needs these should be just fine.##",5.0,"Reviewed in the United States on September 11, 2019",
236,DAlex,Wife cut her finger tip off. Works as advertised,My wife cut the tip of her finger off with one of them On the first day of using them so they’re very sharp. 5 stars##,5.0,"Reviewed in the United States on June 6, 2021",
237,Elizabeth D.,Knives cut things,"I don't do a ton of cooking, so I wasn't eager to invest $100 or more in a knife set I probably wouldn't put to good use. This is a perfectly serviceable starter set for people like me who don't cook much and aren't all that bothered about which knife you're supposed to use on what. They're knives! They cut things! Must we overcomplicate this? If, like me, you're not sure what the difference between braising and broiling is, this is probably a good knife set for you. And there's no shame in that!##",4.0,"Reviewed in the United States on July 31, 2015",
238,C.C.,Great blades and block for the money,The blades are very good for the money. The handles leave much to be desired....but it’s 20$ for knife block! These will work for me for the next 10 years. After the kids are gone i will upgrade!##,4.0,"Reviewed in the United States on January 11, 2020",
